"Title","Year","Released","Rated","Runtime","Genre","Director","Language","Country","imdbRating","imdbVotes","imdbID","BoxOffice"
"The Age of Adaline","2015",2015-04-24,"PG-13","112 min","Drama, Fantasy, Romance","Lee Toland Krieger","English, Portuguese, Italian","United States, Canada",7.2,194919,"tt1655441","$42,629,776"
"The Age of Adaline","2015",2015-04-24,"PG-13","112 min","Drama, Fantasy, Romance","Lee Toland Krieger","English, Portuguese, Italian","United States, Canada",7.2,194919,"tt1655441","$42,629,776"
"The Age of Adaline","2015",2015-04-24,"PG-13","112 min","Drama, Fantasy, Romance","Lee Toland Krieger","English, Portuguese, Italian","United States, Canada",7.2,194919,"tt1655441","$42,629,776"
"A Little Chaos","2014",2015-06-26,"R","117 min","Drama, Romance","Alan Rickman","English","United Kingdom",6.5,24852,"tt2639254","$558,173"
"A Little Chaos","2014",2015-06-26,"R","117 min","Drama, Romance","Alan Rickman","English","United Kingdom",6.5,24852,"tt2639254","$558,173"
"A Little Chaos","2014",2015-06-26,"R","117 min","Drama, Romance","Alan Rickman","English","United Kingdom",6.5,24852,"tt2639254","$558,173"
"Drunk Wedding","2015",2015-05-22,"R","81 min","Comedy","Nick Weiss","English","United States",4.6,920,"tt1950135","$3,301"
"Drunk Wedding","2015",2015-05-22,"R","81 min","Comedy","Nick Weiss","English","United States",4.6,920,"tt1950135","$3,301"
"World of Tomorrow","2015",2015-03-31,"G","17 min","Animation, Short, Comedy","Don Hertzfeldt","English","United States",8.1,10070,"tt4171032","N/A"
"World of Tomorrow","2015",2015-03-31,"G","17 min","Animation, Short, Comedy","Don Hertzfeldt","English","United States",8.1,10070,"tt4171032","N/A"
"Kung Fury","2015",2015-05-28,"TV-14","31 min","Short, Action, Comedy","David Sandberg","English, Swedish, German","Sweden",8,61550,"tt3472226","N/A"
"The Measure of a Man","2015",2016-04-15,"Not Rated","91 min","Drama","Stéphane Brizé","French","France",6.8,6675,"tt4428814","$112,391"
"The Measure of a Man","2015",2016-04-15,"Not Rated","91 min","Drama","Stéphane Brizé","French","France",6.8,6675,"tt4428814","$112,391"
"The Measure of a Man","2015",2016-04-15,"Not Rated","91 min","Drama","Stéphane Brizé","French","France",6.8,6675,"tt4428814","$112,391"
"San Andreas","2015",2015-05-29,"PG-13","114 min","Action, Adventure, Thriller","Brad Peyton","English","United States, Australia",6.1,251178,"tt2126355","$155,190,832"
"San Andreas","2015",2015-05-29,"PG-13","114 min","Action, Adventure, Thriller","Brad Peyton","English","United States, Australia",6.1,251178,"tt2126355","$155,190,832"
"San Andreas","2015",2015-05-29,"PG-13","114 min","Action, Adventure, Thriller","Brad Peyton","English","United States, Australia",6.1,251178,"tt2126355","$155,190,832"
"Predator Dark Ages","2015",2015-05-23,"TV-MA","27 min","Short, Action, Horror","James Bushe","English","United Kingdom",6.1,2709,"tt4171544","N/A"
"Woman in Gold","2015",2015-04-10,"PG-13","109 min","Biography, Drama, History","Simon Curtis","English, German, Hebrew","United Kingdom",7.3,61785,"tt2404425","$33,307,793"
"Woman in Gold","2015",2015-04-10,"PG-13","109 min","Biography, Drama, History","Simon Curtis","English, German, Hebrew","United Kingdom",7.3,61785,"tt2404425","$33,307,793"
"Woman in Gold","2015",2015-04-10,"PG-13","109 min","Biography, Drama, History","Simon Curtis","English, German, Hebrew","United Kingdom",7.3,61785,"tt2404425","$33,307,793"
"Bessie","2015",2015-05-16,"TV-MA","115 min","Biography, Drama, Music","Dee Rees","English","United States",6.6,4701,"tt3704352","N/A"
"Bessie","2015",2015-05-16,"TV-MA","115 min","Biography, Drama, Music","Dee Rees","English","United States",6.6,4701,"tt3704352","N/A"
"Insidious: Chapter 3","2015",2015-06-05,"PG-13","97 min","Horror, Mystery, Thriller","Leigh Whannell","English","United States, Canada, United Kingdom",6.1,114892,"tt3195644","$52,218,558"
"Insidious: Chapter 3","2015",2015-06-05,"PG-13","97 min","Horror, Mystery, Thriller","Leigh Whannell","English","United States, Canada, United Kingdom",6.1,114892,"tt3195644","$52,218,558"
"Insidious: Chapter 3","2015",2015-06-05,"PG-13","97 min","Horror, Mystery, Thriller","Leigh Whannell","English","United States, Canada, United Kingdom",6.1,114892,"tt3195644","$52,218,558"
"Battledream Chronicle","2015",2015-05-22,"N/A","108 min","Animation, Sci-Fi","Alain Bidard","French","Martinique",6.6,55,"tt4714032","N/A"
"Blind Date","2015",2015-05-06,"Not Rated","90 min","Comedy, Romance","Clovis Cornillac","French, English","France",6.6,7011,"tt4466936","N/A"
"Last Knights","2015",2015-04-03,"R","115 min","Action, Drama, History","Kazuaki Kiriya","English","United Kingdom, United States, South Korea, Czech Republic",6.2,44807,"tt2493486","N/A"
"Last Knights","2015",2015-04-03,"R","115 min","Action, Drama, History","Kazuaki Kiriya","English","United Kingdom, United States, South Korea, Czech Republic",6.2,44807,"tt2493486","N/A"
"Last Knights","2015",2015-04-03,"R","115 min","Action, Drama, History","Kazuaki Kiriya","English","United Kingdom, United States, South Korea, Czech Republic",6.2,44807,"tt2493486","N/A"
"Run All Night","2015",2015-03-13,"R","114 min","Action, Crime, Thriller","Jaume Collet-Serra","English","United States",6.6,113426,"tt2199571","$26,461,644"
"Run All Night","2015",2015-03-13,"R","114 min","Action, Crime, Thriller","Jaume Collet-Serra","English","United States",6.6,113426,"tt2199571","$26,461,644"
"Run All Night","2015",2015-03-13,"R","114 min","Action, Crime, Thriller","Jaume Collet-Serra","English","United States",6.6,113426,"tt2199571","$26,461,644"
"VANish","2015",2016-09-30,"N/A","79 min","Action, Crime, Horror","Bryan Bockbrader","English, Spanish","United States",5.1,1801,"tt3058674","N/A"
"Entourage","2015",2015-06-03,"R","104 min","Comedy, Drama","Doug Ellin","English","United States",6.5,82158,"tt1674771","$32,363,404"
"Entourage","2015",2015-06-03,"R","104 min","Comedy, Drama","Doug Ellin","English","United States",6.5,82158,"tt1674771","$32,363,404"
"Entourage","2015",2015-06-03,"R","104 min","Comedy, Drama","Doug Ellin","English","United States",6.5,82158,"tt1674771","$32,363,404"
"Jurassic World","2015",2015-06-12,"PG-13","124 min","Action, Adventure, Sci-Fi","Colin Trevorrow","English","United States, Canada",6.9,666562,"tt0369610","$653,406,625"
"Jurassic World","2015",2015-06-12,"PG-13","124 min","Action, Adventure, Sci-Fi","Colin Trevorrow","English","United States, Canada",6.9,666562,"tt0369610","$653,406,625"
"Jurassic World","2015",2015-06-12,"PG-13","124 min","Action, Adventure, Sci-Fi","Colin Trevorrow","English","United States, Canada",6.9,666562,"tt0369610","$653,406,625"
"Men & Chicken","2015",2015-02-05,"Not Rated","104 min","Comedy, Drama, Mystery","Anders Thomas Jensen","Danish","Denmark, Germany",6.7,14011,"tt3877674","$30,207"
"Men & Chicken","2015",2015-02-05,"Not Rated","104 min","Comedy, Drama, Mystery","Anders Thomas Jensen","Danish","Denmark, Germany",6.7,14011,"tt3877674","$30,207"
"Shaun the Sheep Movie","2015",2015-08-05,"PG","85 min","Animation, Adventure, Comedy","Mark Burton, Richard Starzak","None, English","United Kingdom, France, United States, Japan",7.3,42508,"tt2872750","$19,375,982"
"Shaun the Sheep Movie","2015",2015-08-05,"PG","85 min","Animation, Adventure, Comedy","Mark Burton, Richard Starzak","None, English","United Kingdom, France, United States, Japan",7.3,42508,"tt2872750","$19,375,982"
"Shaun the Sheep Movie","2015",2015-08-05,"PG","85 min","Animation, Adventure, Comedy","Mark Burton, Richard Starzak","None, English","United Kingdom, France, United States, Japan",7.3,42508,"tt2872750","$19,375,982"
"Testament of Youth","2014",2015-01-16,"PG-13","129 min","Biography, Drama, History","James Kent","English, German","United Kingdom, Denmark, United States",7.2,30046,"tt1441953","$1,822,250"
"Testament of Youth","2014",2015-01-16,"PG-13","129 min","Biography, Drama, History","James Kent","English, German","United Kingdom, Denmark, United States",7.2,30046,"tt1441953","$1,822,250"
"Testament of Youth","2014",2015-01-16,"PG-13","129 min","Biography, Drama, History","James Kent","English, German","United Kingdom, Denmark, United States",7.2,30046,"tt1441953","$1,822,250"
"The Gunman","2015",2015-03-20,"R","115 min","Action, Adventure, Crime","Pierre Morel","English, Spanish","United States, Spain, United Kingdom, France",5.8,42828,"tt2515034","$10,664,749"
"The Gunman","2015",2015-03-20,"R","115 min","Action, Adventure, Crime","Pierre Morel","English, Spanish","United States, Spain, United Kingdom, France",5.8,42828,"tt2515034","$10,664,749"
"The Gunman","2015",2015-03-20,"R","115 min","Action, Adventure, Crime","Pierre Morel","English, Spanish","United States, Spain, United Kingdom, France",5.8,42828,"tt2515034","$10,664,749"
"Get Hard","2015",2015-03-27,"R","100 min","Comedy, Crime","Etan Cohen","English","United States",6,144238,"tt2561572","$90,411,453"
"Get Hard","2015",2015-03-27,"R","100 min","Comedy, Crime","Etan Cohen","English","United States",6,144238,"tt2561572","$90,411,453"
"Get Hard","2015",2015-03-27,"R","100 min","Comedy, Crime","Etan Cohen","English","United States",6,144238,"tt2561572","$90,411,453"
"The Phoenix Project","2015",2015-01-16,"Not Rated","92 min","Drama, Sci-Fi","Tyler Graham Pavey","English","United States",4.2,866,"tt3430042","N/A"
"Titli","2014",2015-10-30,"Not Rated","116 min","Action, Crime, Drama","Kanu Behl","Hindi","India",7.5,5078,"tt3019620","N/A"
"Titli","2014",2015-10-30,"Not Rated","116 min","Action, Crime, Drama","Kanu Behl","Hindi","India",7.5,5078,"tt3019620","N/A"
"Four Warriors","2015",2015-11-03,"PG-13","95 min","Adventure, Fantasy","Phil Hawkins","English","United Kingdom",2.8,442,"tt4026600","N/A"
"Minions","2015",2015-07-10,"PG","91 min","Animation, Adventure, Comedy","Kyle Balda, Pierre Coffin","English, Spanish","United States, France",6.4,251795,"tt2293640","$336,045,770"
"Minions","2015",2015-07-10,"PG","91 min","Animation, Adventure, Comedy","Kyle Balda, Pierre Coffin","English, Spanish","United States, France",6.4,251795,"tt2293640","$336,045,770"
"Minions","2015",2015-07-10,"PG","91 min","Animation, Adventure, Comedy","Kyle Balda, Pierre Coffin","English, Spanish","United States, France",6.4,251795,"tt2293640","$336,045,770"
"Terminator Genisys","2015",2015-07-01,"PG-13","126 min","Action, Adventure, Sci-Fi","Alan Taylor","English, Ukrainian","United States, Canada",6.3,288173,"tt1340138","$89,760,956"
"Terminator Genisys","2015",2015-07-01,"PG-13","126 min","Action, Adventure, Sci-Fi","Alan Taylor","English, Ukrainian","United States, Canada",6.3,288173,"tt1340138","$89,760,956"
"Terminator Genisys","2015",2015-07-01,"PG-13","126 min","Action, Adventure, Sci-Fi","Alan Taylor","English, Ukrainian","United States, Canada",6.3,288173,"tt1340138","$89,760,956"
"Justice League: Throne of Atlantis","2015",2015-01-13,"PG-13","72 min","Animation, Action, Adventure, Family, Sci-Fi","Ethan Spaulding","English","USA",6.7,20772,"tt3878542","N/A"
"Justice League: Throne of Atlantis","2015",2015-01-13,"PG-13","72 min","Animation, Action, Adventure, Family, Sci-Fi","Ethan Spaulding","English","USA",6.7,20772,"tt3878542","N/A"
"Victoria","2015",2015-06-11,"Not Rated","138 min","Crime, Drama, Romance","Sebastian Schipper","German, English, Spanish, Turkish","Germany",7.6,61806,"tt4226388","N/A"
"Victoria","2015",2015-06-11,"Not Rated","138 min","Crime, Drama, Romance","Sebastian Schipper","German, English, Spanish, Turkish","Germany",7.6,61806,"tt4226388","N/A"
"Victoria","2015",2015-06-11,"Not Rated","138 min","Crime, Drama, Romance","Sebastian Schipper","German, English, Spanish, Turkish","Germany",7.6,61806,"tt4226388","N/A"
"Ted 2","2015",2015-06-26,"R","115 min","Comedy","Seth MacFarlane","English, Ukrainian","United States",6.3,224551,"tt2637276","$81,476,385"
"Ted 2","2015",2015-06-26,"R","115 min","Comedy","Seth MacFarlane","English, Ukrainian","United States",6.3,224551,"tt2637276","$81,476,385"
"Ted 2","2015",2015-06-26,"R","115 min","Comedy","Seth MacFarlane","English, Ukrainian","United States",6.3,224551,"tt2637276","$81,476,385"
"Child 44","2015",2015-04-17,"R","137 min","Crime, Drama, History","Daniel Espinosa","English, Russian","Czech Republic, United Kingdom, United States, Russia, Romania",6.4,74512,"tt1014763","$1,224,330"
"Child 44","2015",2015-04-17,"R","137 min","Crime, Drama, History","Daniel Espinosa","English, Russian","Czech Republic, United Kingdom, United States, Russia, Romania",6.4,74512,"tt1014763","$1,224,330"
"Child 44","2015",2015-04-17,"R","137 min","Crime, Drama, History","Daniel Espinosa","English, Russian","Czech Republic, United Kingdom, United States, Russia, Romania",6.4,74512,"tt1014763","$1,224,330"
"Mustang","2015",2015-06-17,"PG-13","97 min","Drama","Deniz Gamze Ergüven","Turkish","France, Germany, Turkey, Qatar",7.6,40289,"tt3966404","$845,464"
"Mustang","2015",2015-06-17,"PG-13","97 min","Drama","Deniz Gamze Ergüven","Turkish","France, Germany, Turkey, Qatar",7.6,40289,"tt3966404","$845,464"
"Mustang","2015",2015-06-17,"PG-13","97 min","Drama","Deniz Gamze Ergüven","Turkish","France, Germany, Turkey, Qatar",7.6,40289,"tt3966404","$845,464"
"The Overnight","2015",2015-06-19,"R","79 min","Comedy, Mystery","Patrick Brice","English, French","United States",6.1,17411,"tt3844362","$1,110,522"
"The Overnight","2015",2015-06-19,"R","79 min","Comedy, Mystery","Patrick Brice","English, French","United States",6.1,17411,"tt3844362","$1,110,522"
"The Overnight","2015",2015-06-19,"R","79 min","Comedy, Mystery","Patrick Brice","English, French","United States",6.1,17411,"tt3844362","$1,110,522"
"Trainwreck","2015",2015-07-17,"R","125 min","Comedy, Drama, Romance","Judd Apatow","English, Mandarin","United States",6.2,140618,"tt3152624","$110,212,700"
"Trainwreck","2015",2015-07-17,"R","125 min","Comedy, Drama, Romance","Judd Apatow","English, Mandarin","United States",6.2,140618,"tt3152624","$110,212,700"
"Trainwreck","2015",2015-07-17,"R","125 min","Comedy, Drama, Romance","Judd Apatow","English, Mandarin","United States",6.2,140618,"tt3152624","$110,212,700"
"Ant-Man","2015",2015-07-17,"PG-13","117 min","Action, Comedy, Sci-Fi","Peyton Reed","English","United States",7.3,704812,"tt0478970","$180,202,163"
"Ant-Man","2015",2015-07-17,"PG-13","117 min","Action, Comedy, Sci-Fi","Peyton Reed","English","United States",7.3,704812,"tt0478970","$180,202,163"
"Ant-Man","2015",2015-07-17,"PG-13","117 min","Action, Comedy, Sci-Fi","Peyton Reed","English","United States",7.3,704812,"tt0478970","$180,202,163"
"The Second Best Exotic Marigold Hotel","2015",2015-03-06,"PG","122 min","Comedy, Drama, Romance","John Madden","English, Hindi","United Kingdom, United States, India",6.5,35328,"tt2555736","$33,078,266"
"The Second Best Exotic Marigold Hotel","2015",2015-03-06,"PG","122 min","Comedy, Drama, Romance","John Madden","English, Hindi","United Kingdom, United States, India",6.5,35328,"tt2555736","$33,078,266"
"The Second Best Exotic Marigold Hotel","2015",2015-03-06,"PG","122 min","Comedy, Drama, Romance","John Madden","English, Hindi","United Kingdom, United States, India",6.5,35328,"tt2555736","$33,078,266"
"Slow West","2015",2015-04-16,"R","84 min","Action, Adventure, Drama","John Maclean","English, French","United Kingdom, New Zealand",6.9,47147,"tt3205376","$229,094"
"Slow West","2015",2015-04-16,"R","84 min","Action, Adventure, Drama","John Maclean","English, French","United Kingdom, New Zealand",6.9,47147,"tt3205376","$229,094"
"Slow West","2015",2015-04-16,"R","84 min","Action, Adventure, Drama","John Maclean","English, French","United Kingdom, New Zealand",6.9,47147,"tt3205376","$229,094"
"Taxi","2015",2015-04-15,"Not Rated","82 min","Comedy, Drama","Jafar Panahi","Persian","Iran",7.3,16183,"tt4359416","$321,642"
"Taxi","2015",2015-04-15,"Not Rated","82 min","Comedy, Drama","Jafar Panahi","Persian","Iran",7.3,16183,"tt4359416","$321,642"
"Taxi","2015",2015-04-15,"Not Rated","82 min","Comedy, Drama","Jafar Panahi","Persian","Iran",7.3,16183,"tt4359416","$321,642"
"Southpaw","2015",2015-07-24,"R","124 min","Action, Drama, Sport","Antoine Fuqua","English","Hong Kong, United States",7.3,251579,"tt1798684","$52,421,953"
"Southpaw","2015",2015-07-24,"R","124 min","Action, Drama, Sport","Antoine Fuqua","English","Hong Kong, United States",7.3,251579,"tt1798684","$52,421,953"
"Southpaw","2015",2015-07-24,"R","124 min","Action, Drama, Sport","Antoine Fuqua","English","Hong Kong, United States",7.3,251579,"tt1798684","$52,421,953"
"Pixels","2015",2015-07-24,"PG-13","105 min","Action, Comedy, Fantasy","Chris Columbus","English, Hindi, Japanese","United States, China, Canada",5.6,154193,"tt2120120","$78,747,585"
"Pixels","2015",2015-07-24,"PG-13","105 min","Action, Comedy, Fantasy","Chris Columbus","English, Hindi, Japanese","United States, China, Canada",5.6,154193,"tt2120120","$78,747,585"
"Pixels","2015",2015-07-24,"PG-13","105 min","Action, Comedy, Fantasy","Chris Columbus","English, Hindi, Japanese","United States, China, Canada",5.6,154193,"tt2120120","$78,747,585"
"Barely Lethal","2015",2015-04-30,"PG-13","96 min","Action, Comedy, Family","Kyle Newman","English","United States",5.4,22961,"tt1731701","$6,075"
"Barely Lethal","2015",2015-04-30,"PG-13","96 min","Action, Comedy, Family","Kyle Newman","English","United States",5.4,22961,"tt1731701","$6,075"
"Barely Lethal","2015",2015-04-30,"PG-13","96 min","Action, Comedy, Family","Kyle Newman","English","United States",5.4,22961,"tt1731701","$6,075"
"Magic Mike XXL","2015",2015-07-01,"R","115 min","Comedy, Drama, Music","Gregory Jacobs","English","United States",5.6,60496,"tt2268016","$66,013,057"
